sha	iso	subject	src	tests	tools	ci	docs	plans	frag	claudemd	changelog	files
e2d510affbca	2026-07-28T19:29:29+02:00	I7a review pass 2: prove the paid probe ran, rather than assuming it	0	36	0	0	0	0	0	0	0	2
34d53fb4f8eb	2026-07-28T19:27:13+02:00	I7a retrospective: a gate whose own paid fixture was never paid, and a latent false positive	0	70	0	0	63	0	0	0	4	4
fc59c7683b68	2026-07-28T19:22:49+02:00	I7a: the paid-path allowlist gate, landing before the code it guards	122	579	207	21	33	0	0	9	47	17
f9f443497cee	2026-07-28T18:51:05+02:00	Release 0.2.2	2	0	0	0	8	0	0	0	5	3
0bdfb0b6c017	2026-07-28T18:48:00+02:00	Review fixes: a probe that rejected valid CJK, and a multi-root ordering artefact	149	202	0	0	9	0	0	0	44	5
6c7d236b651b	2026-07-28T18:43:25+02:00	Docs: a design note for updating an existing KB	0	0	0	0	174	0	0	0	24	5
954a2dd5ae18	2026-07-28T18:23:40+02:00	Require mutating the source to prove tests can detect a defect	0	0	0	0	0	0	0	7	10	2
232e14e89b7c	2026-07-28T18:21:32+02:00	Name files skipped for want of an include glob, instead of dropping them in silence	123	122	0	0	32	0	0	0	41	8
6160e3eea416	2026-07-28T17:59:39+02:00	Docs: describe I6a, and the shipped-vs-merged distinction the docs lacked	0	0	0	0	197	0	0	0	49	6
a58d77e90e79	2026-07-28T17:47:38+02:00	I6a retrospective: uncaught InvalidOperation, an unexercised timezone conversion, and three test gaps	50	171	0	0	0	0	0	0	38	8
8efa044005ae	2026-07-28T17:11:44+02:00	I6a: budget core, pure -- Decimal caps, request-shaped estimation, the accountant	591	499	0	0	0	22	0	52	99	16
4814973a7dd1	2026-07-28T16:54:54+02:00	Release 0.2.1	2	0	0	0	0	0	0	0	5	2
01c60db7f31c	2026-07-28T16:54:15+02:00	Docs: one fact one home, and a guide that was actually run	6	0	0	0	1407	0	0	0	56	12
d921e9389320	2026-07-28T14:08:00+02:00	Release 0.2.0	2	0	0	0	0	0	0	0	5	2
e23710814204	2026-07-28T14:03:50+02:00	I5: PDF chunking, page provenance, and a backend-aware sync	1044	961	0	0	176	0	0	5	90	24
e970bfd2c176	2026-07-28T10:29:36+02:00	I4 retrospective: temp-file glob collision, provenance typing, remedy split	37	146	0	0	53	0	0	0	0	6
e4c264e2502b	2026-07-28T09:58:35+02:00	I4: the extraction cache	385	374	0	0	24	0	0	0	35	11
5f7df64df68d	2026-07-28T08:41:35+02:00	Font-embedding fix retrospective: platform-independent regression test	0	41	0	0	18	0	0	0	0	4
fcbcd2a4ceda	2026-07-28T08:15:40+02:00	Fix cross-platform scanned-fixture rendering: embed a real font	0	371	0	0	51	0	0	0	29	5
9b0fbf4ff01a	2026-07-28T03:09:15+02:00	I3b retrospective: slice_pages' silent full-document return, and three testability gaps	187	138	0	0	80	0	0	0	0	8
5ee16756cf91	2026-07-28T02:23:04+02:00	I3b: pypdfium2 adapter, extraction-quality metrics, and the two fitted floors	1104	860	0	19	44	0	0	0	50	25
1b1248d85361	2026-07-28T00:54:39+02:00	I3a retrospective: anchor column clustering, fix y-band rounding, close the import-purity blind spot	89	80	0	0	68	4	0	0	9	5
ec99273fb52a	2026-07-28T00:19:09+02:00	I3a: extraction core, pure -- character stream to ordered, de-furnished text	417	541	0	0	0	0	0	0	19	4
9d632d20c81e	2026-07-27T23:46:04+02:00	I2 retrospective: a gate that could not fire, and two wrong ground truths	0	179	0	0	47	0	0	0	3	11
93002783a423	2026-07-27T23:07:58+02:00	I2: the synthetic hard-case PDF corpus and its generator	0	2523	0	2	0	0	0	0	15	47
3ed2f9e3310a	2026-07-27T22:30:05+02:00	I1 retrospective: untested marker predicates, a doctor probe path bug, stale CI docs	9	57	0	5	32	0	0	5	0	8
4e31e1bf6351	2026-07-27T21:56:27+02:00	I1: extras, the extractor seam, and an honest core-only failure	347	325	0	23	38	0	0	4	18	21
edaf18cc707a	2026-07-27T21:21:30+02:00	Release 0.1.4: the reviewed v0.2 build order	2	0	0	0	0	0	0	0	16	2
e7c44fb640fa	2026-07-27T21:05:56+02:00	plans/v0.2.md: fix adversarial pass 4 (19 HIGH, 39 MEDIUM, 23 LOW)	0	0	0	0	37	501	0	0	0	2
200d6c9116bc	2026-07-27T20:41:05+02:00	plans/v0.2.md: fix adversarial pass 3 (12 HIGH, 31 MEDIUM, 17 LOW)	0	0	0	0	41	1367	0	0	0	2
83df8515fc28	2026-07-27T17:03:15+02:00	Fix four future-dated timestamps, and make the clock the source	0	0	0	0	33	10	0	7	0	3
b92582d4141e	2026-07-27T16:59:57+02:00	plans/v0.2.md: fix adversarial pass 2 (5 HIGH, 18 MEDIUM, 8 LOW)	0	0	0	0	0	1134	0	0	0	1
40525486c420	2026-07-27T16:15:38+02:00	plans/v0.2.md: fix adversarial pass 1 (7 HIGH, 19 MEDIUM, 8 LOW)	0	0	0	0	0	1112	0	0	0	1
4c1ffb2ae1ce	2026-07-27T15:43:55+02:00	plans/v0.2.md: draft - NOT YET REVIEWED, do not implement from this	0	0	0	0	0	579	0	0	0	1
8f633c87c64c	2026-07-27T14:52:00+02:00	Record this session's findings where they will change behaviour	2	0	0	0	48	0	0	18	17	4
18da114c7cf9	2026-07-27T14:47:46+02:00	README told four things that were not true; fix them	2	0	0	0	7	0	0	0	33	4
3eff2125d86a	2026-07-27T14:44:01+02:00	Close out plans/v0.1.md, and ship the free-path gate it promised	0	0	0	14	0	147	0	0	11	3
347406a4ba30	2026-07-27T14:39:15+02:00	Tooling and release plumbing: Makefile, gated publish, landing rules	2	7	0	14	0	0	0	30	36	6
bfb74954ec64	2026-07-27T14:32:10+02:00	Fix red main: ruff-format the Python block in hipporag.md	0	0	0	0	9	0	0	0	0	1
d4d5922ea4f1	2026-07-27T14:28:44+02:00	Graph research: relocate GRAPH_RAG.md into docs/graph/, close privacy findings	0	0	0	0	12	0	0	0	0	3
edfd3f9c927a	2026-07-26T09:32:05+02:00	Graph synthesis: fix fifth-pass finding (1 LOW) and nits	0	0	0	0	12	0	0	0	0	1
75cfed27f254	2026-07-26T09:28:37+02:00	Graph synthesis: fix fourth-pass review findings (1 MEDIUM, 2 LOW, 2 nits)	0	0	0	0	30	0	0	0	0	1
bec35a4c902a	2026-07-26T09:23:50+02:00	Graph synthesis: fix third-pass review findings (4 MEDIUM, 4 LOW)	0	0	0	0	53	0	0	0	0	1
c1b13b59633e	2026-07-26T09:17:34+02:00	Graph synthesis: fix second-pass review findings (2 MEDIUM, 5 LOW)	0	0	0	0	105	0	0	0	0	1
f5b73e89a3ec	2026-07-26T09:11:44+02:00	Graph synthesis: fix all 27 adversarial-review findings	0	0	0	0	305	0	0	0	0	1
e23a0c6d7364	2026-07-26T09:09:29+02:00	Graph synthesis: PINAKES_APPROACH.md draft	0	0	0	0	301	0	0	0	0	1
b28709927106	2026-07-26T08:56:42+02:00	Graph research: ClaudeKB second pass - playbooks, kbtool, D-decisions, retrieval-layer fit	0	0	0	0	272	0	0	0	0	1
73698890a43d	2026-07-26T08:56:12+02:00	Graph research: LogicRAG deep-dive	0	0	0	0	147	0	0	0	0	1
34757b3ffb21	2026-07-26T08:53:32+02:00	Graph research: code-graph-rag, MiniRAG, Youtu-GraphRAG deep-dives	0	0	0	0	472	0	0	0	0	3
ec2a2f807e54	2026-07-26T08:52:45+02:00	Graph research: datastax/graph-rag deep-dive	0	0	0	0	152	0	0	0	0	1
293340f5a046	2026-07-26T08:52:20+02:00	Graph research: LinearRAG deep-dive	0	0	0	0	162	0	0	0	0	1
5ab9df14bbcb	2026-07-25T15:36:00+02:00	Graph research: first-pass deep-dive docs (6 listed projects + ClaudeKB)	0	0	0	0	1136	0	0	0	0	7
c9c56eb4d5fb	2026-07-25T15:28:40+02:00	I15: CI, packaging, and the 0.1.0 release	5	2	0	158	20	0	0	0	25	8
9fdc72c31244	2026-07-25T15:27:26+02:00	Add graph/RAG research summary (GRAPH_RAG.md) as branch baseline	0	0	0	0	203	0	0	0	0	1
2a120601b4c0	2026-07-25T15:25:25+02:00	I14: the scoreboard, and the first honest number it produced	519	803	0	0	34	0	0	0	7	70
0c8cd2defa4d	2026-07-25T15:13:50+02:00	I13: the MCP server, and a boundary that is tested rather than asserted	309	210	0	0	23	0	0	0	6	7
3edbac94fcd1	2026-07-25T15:10:31+02:00	I12 retrospective: make the gate a script that can actually fail	0	5	0	0	8	0	0	3	0	4
9e8510a60a18	2026-07-25T15:09:36+02:00	I12: the three git hooks, and the two refusals that matter	151	171	0	0	18	0	0	0	5	7
cf42c2441287	2026-07-25T15:07:04+02:00	I11: pnk doctor, where the design's stated limits become visible	424	193	0	0	20	0	0	0	5	6
3e6112f5f4c4	2026-07-25T15:03:25+02:00	I10 retrospective: warnings as errors, and a gate I ran too early	0	2	0	0	24	0	0	0	0	2
873d2e2a66d1	2026-07-25T15:02:26+02:00	I10: pnk init, the notes template, and pnk search	436	299	0	0	0	0	0	0	9	15
5ec0c8de69f0	2026-07-25T14:56:59+02:00	I9 retrospective: zero-similarity candidates, and the missing date column	0	0	0	0	24	0	0	0	0	1
2d5e31bff63f	2026-07-25T14:56:37+02:00	I9: the free retrieval pipeline, with an honest confidence signal	377	348	0	0	7	0	0	0	6	5
24181bda5b73	2026-07-25T14:52:33+02:00	I8b retrospective: WAL companions, read-only writes, a leaked helper	0	0	0	0	28	0	0	0	0	1
242fc1fe007b	2026-07-25T14:52:11+02:00	I8b: pnk sync, the advisory lock, and the atomic rebuild swap	822	449	0	0	0	0	0	0	8	9
f29abb99c3aa	2026-07-25T14:44:29+02:00	I8a retrospective: fix a model-test guard that checked the wrong half	0	0	0	0	21	0	0	0	0	1
d039fa7b9584	2026-07-25T14:44:06+02:00	I8a: two-phase sync pairing as a pure function	381	305	0	0	0	0	0	0	7	5
8291f542ecaf	2026-07-25T14:42:33+02:00	I7: embedding and reranking backends behind open registries	311	169	0	0	27	0	0	0	6	6
b51533e1909d	2026-07-25T14:32:14+02:00	I6 retrospective: overlap could exceed max_tokens; exact piece offsets	22	20	0	0	29	0	0	0	0	3
19c33a44de0b	2026-07-25T14:30:56+02:00	I6: structural chunking with exact spans	341	202	0	0	7	0	0	0	6	5
9e625134552c	2026-07-25T14:26:19+02:00	I5 retrospective: atomic writes, keep explicit empties, unhedge a test	35	55	0	0	25	0	0	0	2	4
0d0f46d9fa3e	2026-07-25T14:24:46+02:00	I5: sidecar read, write, and link resolution	240	212	0	0	0	0	0	0	5	4
e8bab675e294	2026-07-25T14:22:28+02:00	I4 retrospective: halve vector-load peak, keep error subclasses	58	33	0	0	29	0	0	0	2	6
894f384e7a29	2026-07-25T14:20:43+02:00	I4: SQLite storage, FTS5 triggers, vector loading	331	248	0	0	0	0	0	0	6	4
a963a8fc88ba	2026-07-25T14:17:03+02:00	I3 retrospective: empty values, assert-based narrowing, missing docs	58	25	0	0	33	0	0	0	0	6
71503e39ce32	2026-07-25T14:15:21+02:00	I3: manifest parsing, strict validation, KB root discovery	650	311	0	0	0	0	0	0	7	6
9eaaf491973b	2026-07-25T14:02:39+02:00	I2 retrospective: kill a tautological test, narrow two blind excepts	22	17	0	0	28	0	0	0	1	6
1cd33d19220f	2026-07-25T14:00:57+02:00	I2: ULID identity and pnk:// URIs	181	152	0	0	0	0	0	0	5	6
d2166cc81dbb	2026-07-25T13:50:22+02:00	Timestamp every date with HH:MM, and backfill the existing ones	0	0	0	0	19	0	0	4	7	4
4ec680ee1304	2026-07-25T13:40:55+02:00	I1 retrospective: fix unpicklable errors and the public dispatch dest	25	27	0	0	24	3	0	3	2	8
83f01c76851e	2026-07-25T13:35:45+02:00	I1: package skeleton, error hierarchy, CLI dispatch	129	67	0	0	9	0	0	3	4	6
a97600b3ce27	2026-07-25T13:32:15+02:00	Record the per-increment build workflow in CLAUDE.md	0	0	0	0	0	0	0	16	0	1
7b01615e1f34	2026-07-25T13:25:51+02:00	plan/v0.1: reviewed — ready to implement (5 passes, 28 findings)	0	0	0	0	0	2	0	0	5	2
db74b412f3e1	2026-07-25T13:25:22+02:00	plan/v0.1: pass 4 — 1 finding resolved (1 LOW)	0	0	0	0	0	5	0	0	0	1
ae558ac2d126	2026-07-25T13:24:42+02:00	plan/v0.1: pass 3 — 5 findings resolved (1 MEDIUM, 4 LOW)	0	0	0	0	0	21	0	0	0	1
699570311a88	2026-07-25T13:23:46+02:00	plan/v0.1: pass 2 — 8 findings resolved (1 HIGH, 4 MEDIUM, 3 LOW); design pass 7	0	0	0	0	37	52	0	0	8	4
0c82105c6c32	2026-07-25T13:20:01+02:00	plan/v0.1: pass 1 — 14 findings resolved (2 HIGH, 5 MEDIUM, 7 LOW)	0	0	0	0	0	69	0	0	0	1
e8a9c3e7c468	2026-07-25T13:17:22+02:00	plan/v0.1: preliminary draft — 15 increments decomposing DESIGN.md §8	0	0	0	0	0	250	0	0	0	1
84d2bfc3b4cd	2026-07-25T13:13:32+02:00	Design pass 6: resolve the v0.1 implementation-contract gaps	0	0	0	0	90	0	0	0	12	3
c95b6325bba1	2026-07-25T09:18:44+02:00	Point repository URLs at lucagattoni/Pinakes after rename	2	0	0	0	2	0	0	0	2	4
5a53f4bc5f69	2026-07-25T08:57:14+02:00	Bootstrap pinakes: reviewed design, Apache-2.0, uv toolchain	64	28	0	0	588	0	0	49	23	10
